states,actions
"[0.09817477042468103, 0.006135923151542766, -0.08145476456881084, -0.05226839308107856]",[-0.33376487934354737]
"[0.09510680884890975, 0.006135923151542766, -0.2185618904436133, -0.041814714464862845]",[0.08458974990692592]
"[0.09510680884890975, 0.006135923151542766, -0.174849512354891, -0.033451771571890276]",[0.441782255585964]
"[0.09510680884890975, 0.006135923151542766, -0.1398796098839119, -0.026761417257517905]",[0.48853632065431124]
"[0.09510680884890975, 0.006135923151542766, -0.11190368790713023, -0.021409133806002956]",[0.16058934442538197]
"[0.09510680884890975, 0.006135923151542766, -0.08952295032570401, -0.017127307044773943]",[-0.14198752854918945]
"[0.09510680884890975, 0.006135923151542766, -0.07161836026056267, -0.013701845635807786]",[-0.17569124961090737]
"[0.09510680884890975, 0.006135923151542766, -0.05729468820844996, -0.010961476508640544]",[-0.0859859054683825]
"[0.09510680884890975, 0.006135923151542766, -0.04583575056676015, -0.008769181206929488]",[-0.0370227942759549]
"[0.09510680884890975, 0.006135923151542766, -0.03666860045340847, -0.007015344965537906]",[-0.0484932809879123]
"[0.09510680884890975, 0.009203884727313927, -0.029334880362726246, 0.1477858028160881]",[0.26392853053063275]
"[0.09510680884890975, 0.009203884727313927, -0.02346790429018153, 0.11822864225288754]",[0.8497153754195181]
"[0.09510680884890975, 0.009203884727313927, -0.01877432343214469, 0.09458291380232708]",[1.0998574928692046]
"[0.09510680884890975, 0.009203884727313927, -0.015019458745715752, 0.07566633104187304]",[0.550185672231944]
"[0.09203884727313846, 0.009203884727313927, -0.1654136457851374, 0.060533064833521166]",[0.05368700437175178]
"[0.09203884727313846, 0.009203884727313927, -0.13233091662810992, 0.04842645186678851]",[0.23515105100008538]
"[0.09203884727313846, 0.009203884727313927, -0.10586473330248758, 0.03874116149344786]",[0.5221606354354904]
"[0.09203884727313846, 0.009203884727313927, -0.08469178664199006, 0.030992929194752605]",[0.35551515698459246]
"[0.09203884727313846, 0.009203884727313927, -0.06775342931359152, 0.02479434335580777]",[0.03481835217672082]
"[0.08897088569736719, 0.009203884727313927, -0.20760082223943765, 0.01983547468464053]",[0.05879153462111729]
"[0.08897088569736719, 0.009203884727313927, -0.166080657791551, 0.015868379747701056]",[0.42065033926257256]
"[0.08897088569736719, 0.009203884727313927, -0.13286452623324063, 0.012694703798160845]",[0.6051534634366807]
"[0.08897088569736719, 0.009203884727313927, -0.1062916209865925, 0.010155763038511623]",[0.33255005633103846]
"[0.0859029241215959, 0.009203884727313927, -0.23843137557783844, 0.00812461043079793]",[0.1267272882498412]
"[0.0859029241215959, 0.009203884727313927, -0.1907451004622711, 0.006499688344661081]",[0.35542208145902404]
"[0.0859029241215959, 0.006135923151542766, -0.15259608036981742, -0.1481983281128123]",[0.22804513846711802]
"[0.0859029241215959, 0.006135923151542766, -0.12207686429585429, -0.11855866249027258]",[-0.5792078277435249]
"[0.08283496254582462, 0.006135923151542766, -0.25105957022524716, -0.09484692999222943]",[-1.0140252228898525]
"[0.08283496254582462, 0.006135923151542766, -0.20084765618019773, -0.07587754399378355]",[-0.2449899667343386]
"[0.08283496254582462, 0.006135923151542766, -0.160678124944158, -0.06070203519502115]",[0.5699949784885392]
"[0.08283496254582462, 0.006135923151542766, -0.1285424999553273, -0.048561628155994185]",[0.4637608332190638]
"[0.08283496254582462, 0.009203884727313927, -0.10283399996426112, 0.11454877626374582]",[0.322966248690958]
"[0.08283496254582462, 0.009203884727313927, -0.08226719997140908, 0.0916390210110194]",[0.7302332194893816]
"[0.08283496254582462, 0.009203884727313927, -0.0658137599771278, 0.07331121680880415]",[1.0631523051403262]
"[0.07976700097005335, 0.009203884727313927, -0.2060490867702658, 0.05864897344702058]",[0.7336908686360109]
"[0.07976700097005335, 0.009203884727313927, -0.16483926941621263, 0.046919178757605096]",[0.4188329397340633]
"[0.07976700097005335, 0.009203884727313927, -0.1318714155329701, 0.037535343006084076]",[0.398578654683454]
"[0.07976700097005335, 0.009203884727313927, -0.10549713242637626, 0.030028274404855892]",[0.27331393473170945]
"[0.07669903939428206, 0.009203884727313927, -0.23779578472966545, 0.0240226195238904]",[0.20080776909543402]
"[0.07669903939428206, 0.009203884727313927, -0.19023662778373218, 0.019218095619123687]",[0.43278548156229857]
"[0.07669903939428206, 0.009203884727313927, -0.152189302226986, 0.015374476495310319]",[0.594012001712809]
"[0.07363107781851078, 0.006135923151542766, -0.27514952057015307, -0.14109849759230997]",[0.14532377625136642]
"[0.07363107781851078, 0.006135923151542766, -0.22011961645612255, -0.1128787980738366]",[-0.45799537515404787]
"[0.07056311624273949, 0.006135923151542766, -0.3294937719534623, -0.09030303845904086]",[-0.5259164880331388]
"[0.07056311624273949, 0.006135923151542766, -0.2635950175627695, -0.07224243076723269]",[0.12297223751462039]
"[0.0674951546669682, 0.006135923151542766, -0.36427409283877976, -0.05779394461379184]",[0.7343168897022193]
"[0.0674951546669682, 0.006135923151542766, -0.29141927427102354, -0.0462351556910221]",[0.8040012454479993]
"[0.0674951546669682, 0.006135923151542766, -0.23313541941681892, -0.03698812455280631]",[0.5130274644471867]
"[0.06442719309119693, 0.003067961575771161, -0.3399064143220185, -0.18298857843083738]",[-0.08973695299898365]
"[0.06442719309119693, 0.003067961575771161, -0.271925131457615, -0.14639086274468127]",[-0.6003995633711116]
"[0.06135923151542565, 0.003067961575771161, -0.3709381839546566, -0.11711269019573933]",[-0.575305850882452]
"[0.06135923151542565, 0.003067961575771161, -0.2967505471637253, -0.09369015215659715]",[0.07951940847328237]
"[0.06135923151542565, 0.0, -0.2374004377309804, -0.22835020051383026]",[0.20298421922816406]
"[0.05829126993965436, 0.0, -0.3433184289733484, -0.18268016041108126]",[-0.5035634499907582]
"[0.05829126993965436, 0.0, -0.274654743178679, -0.1461441283288707]",[-0.86257069208196]
"[0.05522330836388308, 0.0, -0.3731218733315069, -0.11691530266307382]",[-0.17383056619442327]
"[0.05522330836388308, 0.0, -0.29849749866520536, -0.09353224213049316]",[0.5590170647963639]
"[0.05522330836388308, 0.0, -0.23879799893216447, -0.07482579370437747]",[0.5614618347470735]
"[0.05522330836388308, 0.0, -0.1910383991457314, -0.05986063496351335]",[0.06471322736843299]
"[0.0521553467881118, 0.0, -0.306228798105149, -0.04788850797081068]",[-0.17281973214117846]
"[0.0521553467881118, 0.0, -0.24498303848411895, -0.03831080637667128]",[0.121862813804206]
"[0.0521553467881118, 0.0, -0.19598643078729516, -0.030648645101337024]",[0.3679777530189031]
"[0.0521553467881118, 0.0, -0.1567891446298364, -0.024518916081092357]",[0.14455118514132673]
"[0.04908738521234052, 0.0, -0.27882939449243294, -0.019615132864856832]",[-0.06265362180837383]
"[0.04908738521234052, 0.0, -0.22306351559394644, -0.01569210629187978]",[0.14796982359919614]
"[0.04908738521234052, 0.0, -0.17845081247515715, -0.01255368503350951]",[0.3481576970404719]
"[0.04908738521234052, 0.0, -0.14276064998012616, -0.010042948026807608]",[0.13538259672140177]
"[0.04601942363656923, 0.0, -0.267606598772665, -0.008034358421440402]",[-0.05103460503959585]
"[0.04601942363656923, 0.0, -0.214085279018132, -0.0064274867371523214]",[0.1645100705476295]
"[0.04601942363656923, 0.0, -0.17126822321450552, -0.0051419893897275415]",[0.35937038302676183]
"[0.04295146206079795, 0.0, -0.2904126573601684, -0.004113591511810455]",[0.26526019556572217]
"[0.04295146206079795, 0.0, -0.23233012588813473, -0.0032908732094369952]",[0.24935614819396892]
"[0.04295146206079795, -0.003067961575771161, -0.18586410071050796, -0.15603077735610782]",[-0.040015162010340416]
"[0.039883500485026674, -0.003067961575771161, -0.30208935935697, -0.1248246218848692]",[-0.7086744857427794]
"[0.039883500485026674, -0.003067961575771161, -0.2416714874855761, -0.09985969750792378]",[-0.9094423167523445]
"[0.039883500485026674, -0.003067961575771161, -0.19333718998846106, -0.07988775800632197]",[-0.29122795969523946]
"[0.039883500485026674, -0.003067961575771161, -0.15466975199076893, -0.06391020640504053]",[0.11416258113060433]
"[0.039883500485026674, -0.003067961575771161, -0.12373580159261532, -0.05112816512405516]",[-0.03754833366795851]
"[0.039883500485026674, -0.003067961575771161, -0.09898864127409235, -0.04090253209923844]",[-0.2613067416648268]
"[0.03681553890925539, -0.003067961575771161, -0.23258899180783787, -0.032722025679419176]",[-0.18101147299970644]
"[0.03681553890925539, 0.0, -0.18607119344627066, 0.12722045824503425]",[0.5079570210948917]
"[0.03681553890925539, 0.0, -0.14885695475701644, 0.1017763665960274]",[1.2608322752650283]
"[0.03681553890925539, 0.0, -0.11908556380561297, 0.08142109327681624]",[1.225939884270202]
"[0.03681553890925539, 0.0, -0.09526845104449055, 0.06513687462145867]",[0.34879612485530165]
"[0.03681553890925539, 0.0, -0.07621476083559231, 0.05210949969716694]",[-0.3297477603921367]
"[0.03681553890925539, 0.0, -0.06097180866847385, 0.04168759975772218]",[-0.3534272564439995]
"[0.0337475773334841, -0.003067961575771161, -0.2021755257233433, -0.12004799898241458]",[-0.34227502917531505]
"[0.0337475773334841, -0.003067961575771161, -0.16174042057867477, -0.09603839918594304]",[-0.539763243024679]
"[0.030679615757712823, -0.003067961575771161, -0.28279041525150395, -0.07683071934877717]",[-0.5777867376743037]
"[0.030679615757712823, -0.003067961575771161, -0.22623233220120298, -0.06146457547902173]",[-0.05692638199213007]
"[0.030679615757712823, -0.003067961575771161, -0.18098586576096243, -0.04917166038322307]",[0.36810621552386086]
"[0.030679615757712823, -0.003067961575771161, -0.14478869260877003, -0.039337328306601194]",[0.16379113129887224]
"[0.030679615757712823, -0.003067961575771161, -0.11583095408701616, -0.031469862645280955]",[-0.21775934157852028]
"[0.030679615757712823, -0.003067961575771161, -0.09266476326961293, -0.025175890116230448]",[-0.3279001197452422]
"[0.02761165418194154, -0.003067961575771161, -0.22752988940425456, -0.020140712092967306]",[-0.11940154369943075]
"[0.02761165418194154, -0.003067961575771161, -0.18202391152340347, -0.016112569674390897]",[0.2480644336293179]
"[0.02761165418194154, -0.003067961575771161, -0.14561912921872278, -0.012890055739518402]",[0.3698275463592979]
"[0.02761165418194154, -0.003067961575771161, -0.11649530337497827, -0.010312044591643144]",[0.06903129902435584]
"[0.02761165418194154, -0.003067961575771161, -0.09319624269998261, -0.00824963567330883]",[-0.2489325497297354]
"[0.02761165418194154, -0.003067961575771161, -0.07455699415998618, -0.006599708538630011]",[-0.2987472804803356]
"[0.02761165418194154, -0.003067961575771161, -0.059645595327988854, -0.005279766830881272]",[-0.21032332591800845]
"[0.02761165418194154, -0.003067961575771161, -0.04771647626239117, -0.004223813464733439]",[-0.1561707137056068]
"[0.02761165418194154, -0.003067961575771161, -0.03817318100991285, -0.0033790507717696983]",[-0.16501214191863575]
"[0.02761165418194154, 0.0, -0.03053854480793028, 0.15069483817117657]",[0.14666626569595628]
"[0.02761165418194154, 0.0, -0.024430835846344312, 0.12055587053694694]",[0.7312072394662816]
"[0.02761165418194154, 0.0, -0.019544668677075272, 0.09644469642955755]",[0.981091756484347]
"[0.02761165418194154, 0.0, -0.015635734941660262, 0.07715575714362899]",[0.4317548791555027]
"[0.02761165418194154, 0.0, -0.01250858795332821, 0.06172460571488614]",[-0.18715755580051197]
"[0.02761165418194154, 0.0, -0.010006870362662568, 0.04937968457193165]",[-0.2986479065885795]
"[0.02761165418194154, 0.0, -0.008005496290130143, 0.03950374765756237]",[-0.132881553947627]
"[0.02454369260617026, 0.0, -0.1598024758206682, 0.031602998126032844]",[0.09763325211561255]
"[0.02454369260617026, 0.0, -0.12784198065653452, 0.02528239850082059]",[0.37663747375838247]
"[0.02454369260617026, 0.0, -0.10227358452522761, 0.020225918800662157]",[0.45358352452144485]
"[0.02454369260617026, 0.0, -0.08181886762018209, 0.01618073504053541]",[0.16546852857707886]
"[0.02454369260617026, -0.003067961575771161, -0.06545509409614558, -0.1404534907561299]",[-0.4658969685301675]
"[0.02454369260617026, -0.003067961575771161, -0.052364075276916555, -0.11236279260492665]",[-1.1023414194449845]
"[0.021475731030398976, -0.003067961575771161, -0.19528933901009737, -0.08989023408395269]",[-1.1414190555347594]
"[0.021475731030398976, -0.003067961575771161, -0.1562314712080779, -0.0719121872671451]",[-0.24436475555260684]
"[0.021475731030398976, -0.003067961575771161, -0.12498517696646227, -0.057529749813710396]",[0.48721611207280874]
"[0.02454369260617026, -0.003067961575771161, 0.05340993721539444, -0.04602379985098537]",[0.17847441004137557]
"[0.02454369260617026, 0.0, 0.04272794977231564, 0.11657903890778698]",[-0.25896629801750526]
"[0.02454369260617026, 0.0, 0.03418235981785234, 0.09326323112622958]",[0.05399467476487152]
"[0.02454369260617026, 0.0, 0.027345887854282047, 0.07461058490096661]",[0.6740257477652727]
"[0.02454369260617026, 0.0, 0.021876710283425638, 0.059688467920778976]",[0.5243893339045554]
"[0.02454369260617026, 0.003067961575771161, 0.01750136822674042, 0.20114885312520414]",[0.2994328617524147]
"[0.02454369260617026, 0.003067961575771161, 0.014001094581392426, 0.16091908250015763]",[0.6654493308960737]
"[0.02454369260617026, 0.003067961575771161, 0.011200875665113852, 0.12873526600012042]",[1.0076119217372195]
"[0.02454369260617026, 0.003067961575771161, 0.008960700532091082, 0.10298821280011339]",[0.5735014333069552]
"[0.02454369260617026, 0.003067961575771161, 0.007168560425672821, 0.08239057024010776]",[-0.03012168258253238]
"[0.02454369260617026, 0.003067961575771161, 0.00573484834053839, 0.06591245619208053]",[-0.1761924167683651]
"[0.02454369260617026, 0.0, 0.004587878672430712, -0.10066811383487106]",[-0.3649940567662388]
"[0.02454369260617026, 0.0, 0.0036703029379445695, -0.08053449106790822]",[-0.8441993078174544]
"[0.02454369260617026, 0.0, 0.002936242350355611, -0.06442759285431521]",[-1.09382873277989]
"[0.02454369260617026, 0.0, 0.0023489938802845334, -0.051542074283474903]",[-0.5818562271403833]
"[0.02454369260617026, 0.0, 0.0018791951042276267, -0.04123365942677992]",[0.02131049386028848]
"[0.02454369260617026, 0.0, 0.0015033560833821458, -0.03298692754142962]",[0.13948594950009274]
"[0.02454369260617026, 0.0, 0.0012026848667057166, -0.026389542033143698]",[-0.017883662358487804]
"[0.02454369260617026, 0.0, 0.0009621478933645733, -0.02111163362650359]",[-0.12461203682197217]
"[0.02454369260617026, 0.003067961575771161, 0.0007697183146917475, 0.13650877188734967]",[0.22145432048261843]
"[0.02454369260617026, 0.003067961575771161, 0.0006157746517534424, 0.10920701750987405]",[0.8552247418714201]
"[0.02454369260617026, 0.003067961575771161, 0.0004926197214027983, 0.08736561400789356]",[1.1135113346959433]
"[0.02454369260617026, 0.003067961575771161, 0.00039409577712223864, 0.0698924912063319]",[0.5501960791316338]
"[0.02454369260617026, 0.003067961575771161, 0.0003152766216978353, 0.05591399296503141]",[-0.07755764711529317]
"[0.02454369260617026, 0.003067961575771161, 0.0002522212973583571, 0.04473119437204787]",[-0.18778263697799072]
"[0.02454369260617026, 0.003067961575771161, 0.0002017770378868189, 0.03578495549766103]",[-0.018343668637503995]
"[0.02454369260617026, 0.003067961575771161, 0.0001614216303094107, 0.02862796439811177]",[0.09061404355086244]
"[0.02454369260617026, 0.003067961575771161, 0.00012913730424757297, 0.022902371518483733]",[0.07583632580521998]
"[0.02454369260617026, 0.003067961575771161, 0.00010330984339801397, 0.018321897214775618]",[0.030888022073986353]
"[0.02454369260617026, 0.003067961575771161, 8.264787471845558e-05, 0.014657517771809125]",[0.01730910768399645]
"[0.02454369260617026, 0.003067961575771161, 6.611829977476447e-05, 0.011726014217458669]",[0.02759747571888173]
"[0.02454369260617026, 0.003067961575771161, 5.28946398199448e-05, 0.00938081137397262]",[0.036733283622636934]
"[0.02454369260617026, 0.0, 4.231571185586702e-05, -0.14589342968938013]",[-0.29774199805112994]
